part_id,show,part_number,part_brand,subcategory,part_image,family,belt_type,belt_length,pitch,thickness,top_width,ingress_protection,certifications,nema_rating,temperature_rating
24D71A03-5E6D-4138-A51D-E3AD615E262A,,2100090,HEIL,,,,,,,,,,,,
24F64B90-0DBE-40A9-A825-BEB84F7E5FF4,,71-40438-54,RHEEM,,,,,,,,,,,,
2510F659-7831-469C-868C-804845B719C5,,KR28BF043,CARRIER,,,,,,,,,,,,
251D7BE0-208E-4E96-AB45-4130B4BF508D,,102125901,KOLD-DRAFT,,,,,,,,,,,,
2587EF50-009F-47A8-BF03-A17CDB8852BC,,115947,GE,,,,,,,,,,,,
25950A35-E94E-4F04-ACE2-69F8F6BDF2A4,,71-17033-49,RHEEM,,,,,,,,,,,,
25F119C3-8B05-4F7C-B48D-B8A0DB01C6E8,,S1-02812080000,YORK UPG,,,,,,,,,,,,
2607B04E-308B-4D96-8FAF-BB1A648D39DD,,22L80,LENNOX,,,,,,,,,,,,
2610CC5A-E80E-4631-A6F9-D4AC48DACE6D,,1090117,CARRIER,,,,,,,,,,,,
2610E20D-02C7-42CF-B232-2D52C9253C9C,,KR30AE051,CARRIER,,,,,,,,,,,,
2620119B-2955-4CD3-96C0-0D49BF09A5B6,,Z03F009,HEIL,,,,,,,,,,,,
26316368-0BF8-4E9E-B6F1-A0F22A6FB948,,WY42X62,TRANE,,,,,,,,,,,,
263592BB-7E48-4716-BFC5-D673B90417E4,,S1-02809426000,YORK UPG,,,,,,,,,,,,
2667E144-81D0-4A4B-A85C-2F9EDBC054D5,,P464-3VX900,CARRIER,,,,,,,,,,,,
267D32B9-B129-4656-8B45-700E323AC903,,P463-AX43,CARRIER,,,,,,,,,,,,
26824671-3277-4A32-BF26-B19C75F96598,,1170559,HEIL,,,,,,,,,,,,
26BA42D6-9EC1-4C1D-A2A1-E401585888AA,,013-A-198,KOLDWAVE,,,,,,,,,,,,
26CE7D03-E93C-45D9-A75A-89B476CB517D,,S1-02812079000,YORK UPG,,,,,,,,,,,,
275C1930-9725-4A07-B5DC-B2C13D8EB2A8,,1083617,CARRIER,,,,,,,,,,,,
27675C7F-2723-418C-91C7-FE9E340848A0,,71-40235-49,RHEEM,,,,,,,,,,,,
27896ABC-DB62-4DAD-98B3-B44EC51F188F,,BLL00150,TRANE,,,,,,,,,,,,
2793D103-70CC-4F07-8497-14307EB47F89,,1058580,ZONEAIRE,,,,,,,,,,,,
27CABDC0-26F7-489F-BAEF-1F4A54B23947,,92278,REZNOR,,,,,,,,,,,,
27FDFDA4-3C54-4877-BEEA-0A04C14700EF,,92314,REZNOR,,,,,,,,,,,,
2828DFB7-3D86-4AA5-97D3-2B88FB66C914,,4L462,CARRIER,,,,,,,,,,,,
282B2513-F7CE-4B5D-A39F-35C9BA351FD2,,48NJ480003,CARRIER,,,,,,,,,,,,
2846C2DE-C58F-49CB-9C87-A64E4A62A347,,WW42X20,TRANE,,,,,,,,,,,,
28D0C284-252E-4314-A102-1DA181FA1821,,71-17033-41,RHEEM,,,,,,,,,,,,
28D1A523-3A81-48FB-B0B1-960B164CE5CA,,013-A-112,KOLDWAVE,,,,,,,,,,,,
28DAD508-E2A5-4871-AE75-B4E4AAE9B533,,88C92,ALLIED,,,,,,,,,,,,
28FF8FFE-C206-46A0-B778-0B6F241E9AA7,,KR23NA025,CARRIER,,,,,,,,,,,,
2929CC07-672D-400C-A67E-56BBEC5EA227,,S1-02810165000,YORK UPG,,,,,,,,,,,,
29377339-BF7B-425A-9588-30C8F63359E2,,50DK480326,BRYANT,,,,,,,,,,,,
296A710F-BEF2-4838-B18C-E2CC71BA383E,,5601-005,BARD,,,,,,,,,,,,
29D0B258-7797-4067-B28A-F5FD3A02290A,,1178222,HEIL,,,,,,,,,,,,
2A25F690-B1EB-4648-9CCC-83D4E003972B,,5601-37,WEATHERKING,,,,,,,,,,,,
2A4EF5A1-4FDD-4123-A8FD-15A0E37D950F,,1695041,HEIL,,,,,,,,,,,,
2A86039F-1467-4E0C-BCFD-424FC66C9E73,,P463-B35,CARRIER,,,,,,,,,,,,
2A8887FB-E9A7-4042-A974-333458B30691,,P-8-2893,LENNOX,,,,,,,,,,,,
2AB61528-B3E7-47F4-82C3-DD18144E3FF8,,WG42X28,TRANE,,,,,,,,,,,,
2AD484A5-710B-44F5-AFE0-F874CBDBB1B8,,T0204707,DUCANE,,,,,,,,,,,,
2AD6F08F-9A8F-4B87-BF19-280890DA38EF,,P463-A39,BRYANT,,,,,,,,,,,,
2AD72CC7-3AE1-47A3-A66A-D6936C0A40A7,,S1-02638075025,YORK UPG,,,,,,,,,,,,
2AE22B5E-FD89-4917-82FB-5DA7D67DD543,,KR29BF049,CARRIER,,,,,,,,,,,,
2AF59B5A-C7D7-4F57-8431-23C0CD50FE9C,,94027,CARRIER,,,,,,,,,,,,
2AFB12E3-2692-497F-B83D-43711C202993,,PS-2699-41,CARRIER,,,,,,,,,,,,
2B37F7B8-FCFF-4B95-BE26-8A3A9EBB59B5,,890-014,CARRIER,,,,,,,,,,,,
2B470325-C8EE-43DF-9CB7-4A7FF13119D3,,B-46-S,CARRIER,,,,,,,,,,,,
2B5614FA-C7AF-4CF6-8A2F-0C314F1F6BB6,,50472,AMANA,,,,,,,,,,,,
2B6AC673-6D01-4908-B44B-A0E43DF2F623,,8620-195,BARD,,,,,,,,,,,,
2B9909F7-495C-4E6D-876F-90BDEEAF0D4C,,S1-02808973000,YORK UPG,,,,,,,,,,,,
2BD192C9-55E2-4583-B150-788EC5F819D8,,B28,,,,,,,,,,,,,
2C0BD618-2379-4836-9D00-2930F4DAD146,,R0115302,AMANA,V-BELT,,,,,,,,,,,
2C33FC57-1412-4A87-BD29-80457D3AA5FD,,1170561,HEIL,,,,,,,,,,,,
2C421CB7-1358-4F86-83E4-73B7AD43379A,,20-2039,LUX,V-BELT,,,,,,,,,,,
2C6821D1-7B13-4CCE-B574-8C6306AA51DC,,S1-02807873700,YORK UPG,,,,,,,,,,,,
2C71AA37-127D-42E7-B170-1E13541A1BCC,,S1-02638075022,YORK UPG,,,,,,,,,,,,
2C7A69A7-022A-414A-9630-50CB96323164,,2101370,HEIL,,,,,,,,,,,,
2C8C54DD-5F4F-4F0E-87EF-FBF6EA832CE0,,2101380,HEIL,,,,,,,,,,,,
2CE4969A-212C-4E4A-B0FF-B5D905D1C617,,B0000046,TRANE,,,,,,,,,,,,
2D056948-A391-480E-80A4-EC8EA8D16ABB,,88560,REZNOR,,,,,,,,,,,,
2D1924E3-D279-421E-8C14-518E31AD3B3E,,B018,HEIL,,,,,,,,,,,,
2D44669B-4224-4EEF-BA2D-C2F643286A52,,803-3V500,CARRIER,,,,,,,,,,,,
2D56EFA1-D552-4F4A-A022-82B2D2ECF7B5,,62M680033,CARRIER,,,,,,,,,,,,
2D5BBA77-E3D3-43F0-B4BA-A2CC9CB30ED3,,KR29BF046,CARRIER,,,,,,,,,,,,
2D5EABF3-7DA1-4D1E-83D8-257A1CCCFAC9,,B-98,,,,,,,,,,,,,
2D5FF2F3-CF17-49AC-BFB1-1E4629A1CDEB,,KR29BF112,CARRIER,,,,,,,,,,,,
2D8505CC-6E51-433B-AC27-33B56279D865,,B-57,,,,,,,,,,,,,
2D861FB5-1EC2-4F9B-90B5-CB008AA4FCB5,,P464-3VX750,CARRIER,,,,,,,,,,,,
2D86B1D4-3AAD-4DEC-94E1-7B7E015910DA,,92334,REZNOR,,,,,,,,,,,,
2D9735C4-2E5B-4806-B894-4FD339BA9C21,,4L440,CARRIER,,,,,,,,,,,,
2DA1A3A2-803E-43D0-96AF-60CE98C0675F,,013-A-071,KOLDWAVE,,,,,,,,,,,,
2DE75FBE-CA3A-43A4-AEDA-4FCB6BCBA680,,S1-02810185000,YORK UPG,,,,,,,,,,,,
2E194DB6-43AB-40FE-8E70-A87A6DAD37DE,,B0000481,TRANE,,,,,,,,,,,,
2E7330E1-39E8-4801-A12A-659C8CD6750A,,5070-019,BARD,,,,,,,,,,,,
2E88AA21-AB8E-42E5-8CBB-FF24B16921BB,,2101350,ARCOAIRE,,,,,,,,,,,,
2EAFDC1F-54A7-44C1-839D-FD9A85BFB821,,B-90,,,,,,,,,,,,,
2EB09F1B-7D59-4142-8BF9-621D455149F4,,5H59828A52,MODINE,,,,,,,,,,,,
2EBE2FA2-EA64-4376-A244-92160A11324C,,71-17033-51,RHEEM,,,,,,,,,,,,
2EC11673-A71C-4CAA-A79F-EB0ED0D79478,,1LD0418A,YORK UPG,,,,,,,,,,,,
2EE90953-1FF2-41F3-B2FA-F3964D40C42D,,01081A001,ARMSTRONG,,,,,,,,,,,,
2F4CEB15-A009-4C8A-BC3C-E2A0EEEBA9B8,,37H17,LENNOX,,,,,,,,,,,,
2F5A1902-00C5-4C4C-BD8B-B9EFB9B0D40F,,WG42X16,TRANE,,,,,,,,,,,,
2F6A8B78-C2EC-4469-9730-42B5292070EF,,20-2073,YORK UPG,,,,,,,,,,,,
2FAB5990-80EF-4EC8-A7F6-BAD03D035AF3,,5H59828B53,MODINE,,,,,,,,,,,,
2FBBEF84-B1B5-4BAD-BBE6-5A1E49793499,,S1-02804842000,YORK UPG,,,,,,,,,,,,
2FC5673D-C99E-43D9-995B-7EF672865C7C,,97J58,ALLIED,,,,,,,,,,,,
2FC681E0-7996-487D-ADF1-207CC5D3BEEA,,S1-02809270000,YORK UPG,,,,,,,,,,,,
2FD13692-9A65-4F07-A0ED-415C384727F4,,B-43,,,,,,,,,,,,,
2FDFC22C-AC10-431A-8C7E-4A9CD459B06C,,39H95,LENNOX,,,,,,,,,,,,
30229369-D30A-4A50-845D-995B5BA65330,,B-55,CARRIER,,,,,,,,,,,,
305AF804-8913-4A1E-B6F6-35A0860EBFF6,,P461-1000,CARRIER,,,,,,,,,,,,
3075510B-7EE8-4BE9-8CF8-528C0B018FB1,,41A53,LENNOX,,,,,,,,,,,,
30AE81BF-9CF4-434A-8CCA-4DE2EB9CE863,,P-8-5112,LENNOX,,,,,,,,,,,,
30DCCB1D-24D8-48C1-899A-42B4CD4D752F,,1178182,HEIL,,,,,,,,,,,,
30EAC76F-1152-49BA-BA2C-10001432B64C,,B0000515,TRANE,,,,,,,,,,,,
314339A7-ABB4-40EF-BF4B-334ECE97F4FB,,KR23NA071,CARRIER,,,,,,,,,,,,
3170B06A-CC7C-4562-A973-A46B4852F40E,,B0000320,TRANE,,,,,,,,,,,,
3178CDE3-73A8-486B-884C-8158565FA908,,R1000015,AMANA,V-BELT,,,,,,,,,,,
318D539F-4D64-4E58-95C3-BDEE921FEC4C,,BLL00160,TRANE,,,,,,,,,,,,
31BEE812-52EF-4259-B0CB-43001AC601F0,,16558,REZNOR,,,,,,,,,,,,
320BC945-827C-413C-9672-64BDB0327167,,B0000125,TRANE,,,,,,,,,,,,
329A3820-3878-4AE2-B91C-E1762681B584,,S1-02810118000,YORK UPG,,,,,,,,,,,,
331092BD-5806-474E-90F9-8483914F8D89,,S1-02808943000,YORK UPG,,,,,,,,,,,,
33B6DF5D-B79D-4609-8418-8D525FBD3D8E,,S1-02638075014,YORK UPG,,,,,,,,,,,,
33C41430-EA83-48B3-ABFC-A01220EFF9FE,,S1-02806099000,YORK UPG,,,,,,,,,,,,
33D72239-8F94-4F73-9FA2-2DA29FB6EC21,,92333,REZNOR,,,,,,,,,,,,
33E0AB22-9636-4C48-A34D-ED62E234726D,,S1-02808781000,YORK UPG,,,,,,,,,,,,
3441017B-1736-4285-A521-2A36F2197FBC,,BLL00188,TRANE,,,,,,,,,,,,
3469706B-5CE0-49D0-8BBB-4CB85FD459DF,,P-8-122,LENNOX,,,,,,,,,,,,
348A000A-4C74-47C7-A98A-B38DCAE127D7,,FCL147,AMANA,V-BELT,,,,,,,,,,,
3490EE6F-A2EE-4C77-9DDE-0A8CB947E14D,,P462-4L450,CARRIER,,,,,,,,,,,,
34AD2B9B-F7B4-42C5-A157-5295EA0EA0BF,,50HJ484234,CARRIER,,,,,,,,,,,,
34AE8567-27FA-4716-BD50-A76D665387F8,,S1-02812037000,YORK UPG,,,,,,,,,,,,
34DCFB31-37C8-42BE-9B00-8A2B726BBAD2,,S1-02638075010,YORK UPG,,,,,,,,,,,,
34FBE4CF-6F3C-48BD-BA51-05B5515F8E50,,PR-251,LENNOX,,,,,,,,,,,,
351E4082-4A87-4337-8CA2-F4157651AB2E,,A-33,CARRIER,,,,,,,,,,,,
3525DACF-8414-4E6B-98B8-8515BAA1E44B,,71-40438-51,RHEEM,,,,,,,,,,,,
35371658-F629-4611-8A2C-35200FB272B6,,KR29BF054,BRYANT,,,,,,,,,,,,
355D2F0D-714F-42E4-B6FF-C47FA628C253,,50HJ484251,CARRIER,,,,,,,,,,,,
355FCC96-105B-4BB3-9DC7-E6607F31398D,,110214,MARQUIS,,,,,,,,,,,,
35711E11-6950-435F-8EAF-9FBC4A77BF96,,P-8-3054,LENNOX,,,,,,,,,,,,
3581ED89-5591-4639-A40A-C77106E75131,,5H59828-52,MODINE,,,,,,,,,,,,
358B978C-4902-4876-ADD8-0F7A95E91C1B,,B0000462,TRANE,,,,,,,,,,,,
358DA61B-7779-4F99-A571-397D01BCC413,,R1000101,AMANA,V-BELT,,,,,,,,,,,
3594A364-988C-4510-9B37-4BD745387125,,582085-40S,ESSICK,,,,,,,,,,,,
35D09086-1534-46AA-A411-A9388B98EA2B,,71-40438-30,RHEEM,,,,,,,,,,,,
35D1955A-ED88-45E2-B6E6-8F10F7D66543,,KR29AF136,CARRIER,,,,,,,,,,,,
35F2A3D2-51C6-4CCB-9D20-184488428C12,,B24,,,,,,,,,,,,,
360824FE-4529-4369-8D96-86C03418AFD7,,WV42X3,TRANE,,,,,,,,,,,,
3659BB6B-A705-4CE9-AD15-2E86B8952AB8,,62M680071,CARRIER,,,,,,,,,,,,
36775386-1267-4D2E-A526-1F899825C1B0,,714043827,HEIL,,,,,,,,,,,,
36828530-91A9-451F-9404-BBED77B31551,,582010,ESSICK,,,,,,,,,,,,
36A9C7C5-AC82-43E1-AA18-39617472F8F8,,BLL00332,TRANE,,,,,,,,,,,,
36CE6F28-D1A5-4EE1-BBD0-A5E736536D7F,,50474,AMANA,,,,,,,,,,,,
377478D1-D8DF-4190-920A-586B8F9BDB90,,A-44,CARRIER,,,,,,,,,,,,
3788F1C5-7351-4930-A85E-D7CF6F97C386,,50HJ484254,CARRIER,,,,,,,,,,,,
3796DB0F-7EAE-4979-AEF8-2BA47C5BD56F,,1170555,HEIL,,,,,,,,,,,,
37BA6B0F-FDBD-4A89-B0F5-933BC57E2769,,5601-5522,RHEEM,,,,,,,,,,,,
381F9DA2-068F-4A57-8EFC-03EDAE1B35A3,,5070-013,BARD,,,,,,,,,,,,
3846EBC7-693D-41DC-90ED-23D5B9D221E1,,2102046,COMFORT,,,,,,,,,,,,
387B15EA-B27F-4DB9-8225-739C650148C6,,1178223,HEIL,,,,,,,,,,,,
388BC44E-0FC4-4D68-ACE2-B7A0C83F7A54,,2102015,COMFORT,,,,,,,,,,,,
388E7232-B168-49B2-B4BC-9A782464560E,,S1-02808246000,YORK UPG,,,,,,,,,,,,
389410F5-D8AA-4C75-91F5-C0479B68A9E3,,S1-02808861000,YORK UPG,,,,,,,,,,,,
389DE413-9381-4556-9350-04AC900C6510,,62M680088,CARRIER,,,,,,,,,,,,
38B115F5-3CFD-4FB5-BEAD-A63FB1CC70B0,,KR29BF054,CARRIER,,,,,,,,,,,,
38B9B020-B7E2-4EC8-AA0B-93FF820F825F,,15Y02,CARRIER,,,,,,,,,,,,
38C81018-1711-40D6-B0AB-7EDF167720E3,,KR29BF093,CARRIER,,,,,,,,,,,,
38F26305-A5AF-4843-8023-4040C55397A5,,S1-02806981000,YORK UPG,,,,,,,,,,,,
39119ADD-4B3E-42EC-8909-DB1BA758208F,,59A50,LENNOX,,,,,,,,,,,,
3949EDD4-D3A0-4513-8C6C-153E8E70BC08,,B012,HEIL,,,,,,,,,,,,
39D6F1E9-4F0C-41CF-9AB0-DFC6658459CD,,P463-A48,BRYANT,,,,,,,,,,,,
39D6FFAB-FC5E-452A-8D77-CF064B157BDF,,B0000074,TRANE,,,,,,,,,,,,
3A037C2D-81EC-4F6C-8033-882FE73E5C68,,1171534,HEIL,,,,,,,,,,,,
3A2BD862-7022-476F-B1C0-198D18BFAF62,,P463-A61,CARRIER,,,,,,,,,,,,
3A53BC2A-5513-465E-B93E-6AD0DE7F900A,,P463-A34,BRYANT,,,,,,,,,,,,
3A68B8BF-4EB3-4DE8-B8F4-03931576CC6A,,2100110,HEIL,,,,,,,,,,,,
3A6CB962-A049-4CE1-92C7-64928378513C,,00107A018,BARD,,,,,,,,,,,,
3A84E0DF-D47A-4622-9401-6D88939FE095,,P462-4L530,CARRIER,,,,,,,,,,,,
3AEF3215-D755-4495-99A6-344E3502ED39,,P464-5V850,CARRIER,,,,,,,,,,,,
3B124B1D-36AD-4011-8AF3-06F5E33566B2,,KR29AF048,CARRIER,,,,,,,,,,,,
3B192DC3-6914-493B-B452-BE061FD0A082,,71-40235-50,MCQUAY,,,,,,,,,,,,
3B1EFDDE-E593-49EF-ABC6-8DB9A8D40C75,,T4-95,LENNOX,,,,,,,,,,,,
3B26CE05-8C91-4BCA-8257-FA09E08F7C5D,,1171516,HEIL,,,,,,,,,,,,
3B419859-0F1F-48AC-BAD9-0338640D4229,,890-015,FLORIDA HEAT PUMP,,,,,,,,,,,,
3B527568-D945-4F83-8314-7CDB115C71EE,,P463-B52,CARRIER,,,,,,,,,,,,
3B7BB6F5-FB6E-40B3-9743-65D076F41C6E,,50HJ484230,CARRIER,,,,,,,,,,,,
3B81F406-B341-41F6-9BBF-2AC1798C12F7,,WW42X29,TRANE,,,,,,,,,,,,
3B946478-53D1-43FE-A8AC-E1710F75EB1D,,0164L00006,GOODMAN,V-BELT,,,,,,,,,,,
3BA920E8-D8C0-47CA-ABC3-C32DFA67B3CD,,92315,REZNOR,,,,,,,,,,,,
3BAD8D15-7F89-4C24-9B5A-7D8312F83A18,,114258,REZNOR,,,,,,,,,,,,
3BCCC5F1-0F91-4400-B32B-53CE8AE56324,,714043821,HEIL,,,,,,,,,,,,
3C09A3AC-841C-4C3D-8D01-3C76B8E9B95E,,B-196,,,,,,,,,,,,,
3C145635-3542-4F00-877D-CFB9418B5A13,,57A77,LENNOX,,,,,,,,,,,,
3C1806B9-1A32-40E7-A0C3-AF27ED89938E,,22L15,LENNOX,,,,,,,,,,,,
3C708876-99A2-4A5E-BE60-F60E81FC8271,,013-A-216,KOLDWAVE,,,,,,,,,,,,
3C9EDF56-9E63-4D1B-993F-36F574EFC1BE,,B-209,,,,,,,,,,,,,
3CA4599D-7000-404A-8797-7C5F8210D3ED,,P463-A57,CARRIER,,,,,,,,,,,,
3CC9B7AD-5059-4585-92E6-595C1030F89F,,B-237,,,,,,,,,,,,,
3CD2129F-C51F-447F-A607-9AF62AF126A4,,B0000519,TRANE,,,,,,,,,,,,
3CD37B37-3CBD-47BB-8E83-89BFFF21CA18,,C5252405,AMANA,V-BELT,,,,,,,,,,,
3CD85603-B71F-42E7-9437-2AD631EA4113,,D-7788-09,RHEEM,,,,,,,,,,,,
3CDA7F74-B736-41B5-A6C4-4FDCF5000229,,50DK480328,BRYANT,,,,,,,,,,,,
3CEF168B-9A2A-421A-9166-2996DBA4322E,,50DK484219,CARRIER,,,,,,,,,,,,
3D0095BF-360C-414A-B4EF-71D4C82BC5E2,,1171511,HEIL,,,,,,,,,,,,
3D3AEA03-39BA-4828-800B-655813375CF2,,S1-02808348000,YORK UPG,,,,,,,,,,,,
3D614A43-5656-43C0-8629-283377E13760,,1171535,HEIL,,,,,,,,,,,,
3D6B515C-5162-4C27-8749-8C2D9AD351A7,,4L500,CARRIER,,,,,,,,,,,,
3D8B38E7-503E-4BE4-A581-224066B23445,,4L430,TRANE,,,,,,,,,,,,
3D95560D-A4D5-4710-9F3D-0E7F970A96AB,,2100060,HEIL,,,,,,,,,,,,
3DA3E63C-D1C8-44AB-A882-90B6875F9E7C,,1170560,HEIL,,,,,,,,,,,,
3DAF9243-4017-4A3B-B14F-0F3901D05F53,,P463-B60,CARRIER,,,,,,,,,,,,
3DEB691E-4757-4FC0-A924-D6AF37022ED5,,B-21,,,,,,,,,,,,,
3DEBDB88-0DE4-4051-B97A-45D426075388,,92402,REZNOR,,,,,,,,,,,,
3DF05457-8D01-492D-B217-90378BF00CB5,,S1-02806095000,YORK UPG,,,,,,,,,,,,
3DF2A5EC-C2BA-4E07-91F2-E7B82EC5C475,,P463-BX72,CARRIER,,,,,,,,,,,,
3E3D2D8D-0FA4-48E1-93D7-681DFB7B9274,,B-44,,,,,,,,,,,,,
3EB1F403-C71F-4FC1-AF65-1CDF1EDB5ABF,,WW42X53,TRANE,,,,,,,,,,,,
3EC41FEC-E522-4877-8621-8AC917025E5D,,S1-02807670700,YORK UPG,,,,,,,,,,,,
3EC5CDD3-851A-4AD3-8331-53EDB211E32D,,B0000024,TRANE,,,,,,,,,,,,
3ED97E91-5DF5-48FF-9329-250BBECE78DF,,PS-2699-43,CARRIER,,,,,,,,,,,,
3ED9F281-6721-42D1-97D1-B6FD1470A849,,1690229,ARCOAIRE,,,,,,,,,,,,
3EF35265-866C-4FE2-A953-223195348116,,KR29QA063,CARRIER,,,,,,,,,,,,
3EF3696A-3B79-4EC3-978B-9092CED9627E,,WW42X39,TRANE,,,,,,,,,,,,
3F297DF6-BBFC-4993-A972-15F10360C1C6,,P-8-2324,LENNOX,,,,,,,,,,,,
3F595208-4D57-41E7-93D1-C656CA75A846,,A-55,CARRIER,,,,,,,,,,,,
3F996423-B781-49FE-B55A-D441E96676D8,,P-8-960,LENNOX,,,,,,,,,,,,
3FB7D267-E120-4EF8-93D9-833132B3D092,,62M680073,CARRIER,,,,,,,,,,,,
3FBBB89C-E865-4004-AAB5-F0839029C980,,KR30AE038,CARRIER,,,,,,,,,,,,
4001BB2F-41AB-412C-B490-77DCC3C9742D,,B0000279,TRANE,,,,,,,,,,,,
401053A1-2746-4C0B-BF42-25849A667F26,,KR23NA075,CARRIER,,,,,,,,,,,,
40194573-CE58-4E11-9292-567F8D07CB27,,WW42X21,TRANE,,,,,,,,,,,,
40439167-1AF8-43E2-863C-B5BD074ED8F3,,S1-02805438700,YORK UPG,,,,,,,,,,,,
4056A990-E111-44B8-A780-0A78A6142144,,170927029,HEIL,,,,,,,,,,,,
406C6CB7-092B-43BB-AE4B-5FD354F93305,,9901-1391,CARRIER,,,,,,,,,,,,
408519DA-3856-4B54-AF64-E11E4FFD4E90,,4L450,CARRIER,,,,,,,,,,,,
40B24AC8-BB7A-47FB-8A02-0FB4E93CA28A,,FH1505,MUNTERS,,,,,,,,,,,,
40CD379A-C661-4CE4-9515-8F514F9641DE,,16138,GE,,,,,,,,,,,,
40D59CE0-1587-43BC-8198-13507DF31C25,,KR20AA033,CARRIER,,,,,,,,,,,,
40E4E657-04EE-4EF0-87B2-8102066DC598,,BLL01702,TRANE,,,,,,,,,,,,
40F906E4-6198-4B76-A345-4ADE9A7E1CD8,,S1-02806090000,YORK UPG,,,,,,,,,,,,
4111EDE3-17B5-41A7-BA85-0D11DFB1BDCD,,S1-02809565000,YORK UPG,,,,,,,,,,,,
41205D29-0A53-4D38-9F7E-5AEEC27A504C,,WG42X30,TRANE,,,,,,,,,,,,
4149475A-546B-45F6-A500-A234ECB9FBCE,,92406,,,,,,,,,,,,,
41594856-6B67-4C03-AD62-9724AF976DBF,,71-40438-43,RHEEM,,,,,,,,,,,,
416853AF-E1F5-4A93-BDE3-F0CC098A458A,,DV-1049,LENNOX,,,,,,,,,,,,
419F6B49-ADBC-4E1D-9376-AAAE50592EF7,,50HJ480043,CARRIER,,,,,,,,,,,,
41B2BE27-4B77-4BA9-B40E-BD05EB0DE473,,KR29QA085,CARRIER,,,,,,,,,,,,
41E63266-F0B9-4B05-98C4-2855BC49C427,,KR20AC055,CARRIER,,,,,,,,,,,,
41EA823F-0B21-4104-AAF5-4FC04C968412,,R0115310,AMANA,V-BELT,,,,,,,,,,,
4224D052-3522-48B1-B3FF-0998832BFBBD,,39H97,ALLIED,,,,,,,,,,,,
4232627D-C92E-4528-8E44-778E4B6CA463,,5H59828B56,MODINE,,,,,,,,,,,,
4251AAB0-445A-4FEA-AD4C-780CD790205D,,P463-B38,BRYANT,,,,,,,,,,,,
425E320E-E4F9-4199-B07E-78B3557159A0,,582086,ESSICK,,,,,,,,,,,,
4270F3A3-8D94-49B5-B3B0-C14AD915A02D,,C5252402,AMANA,V-BELT,,,,,,,,,,,
4293EFFA-3F56-4829-9ABF-FBA8A33B2077,,31K96,ALLIED,,,,,,,,,,,,
42B93803-6712-437D-B8C9-6D7FE95D876D,,S1-2623C341,COLEMAN,,,,,,,,,,,,
42BDA8B9-CECC-40F5-91E4-3918EEFCC0EE,,68540209,CARRIER,,,,,,,,,,,,
42C45713-922D-486A-98FB-4878B30DCCFC,,STD304420,HEIL,,,,,,,,,,,,
42CBD64A-C3CA-4550-A1D2-D6BC66E4FBD5,,KR29BF056,CARRIER,,,,,,,,,,,,
434327D3-6EB2-4763-9707-8CD5CCC6B92F,,PR-254,LENNOX,,,,,,,,,,,,
44108212-0057-43D8-9768-3811AF9819F8,,S1-02807199000,YORK UPG,,,,,,,,,,,,
44609DF0-6D74-42EB-93F0-6397FDAA072B,,BLL00023,TRANE,,,,,,,,,,,,
44E16851-B58D-402D-9B9B-2CC9A8AFF7C8,,71-40438-51,MCQUAY,,,,,,,,,,,,
4525BDFF-D86A-4A7D-9FC6-946B75092A73,,S1-02807876000,YORK UPG,,,,,,,,,,,,
458D3182-034C-4FDB-BCCD-3FCD253BBB05,,71-102847-01,MCQUAY,,,,,,,,,,,,
45A21F67-D383-462A-8227-8391401E4023,,50DK480395,CARRIER,,,,,,,,,,,,
45C4EBA6-149D-48F1-A7EF-41294CE724D9,,71-41764-05,THERMAL ZONE,,,,,,,,,,,,
45C80A4E-8A48-4E01-BB8D-81048489AA34,,WV42X5,TRANE,,,,,,,,,,,,
45E82CE1-64EF-4D0D-B629-6AE279753992,,71-40438-43,MCQUAY,,,,,,,,,,,,
4600AA80-83CB-438A-AE91-056A2A86065F,,P-8-6365,ALLIED,,,,,,,,,,,,
46255660-2F30-48C6-9EFE-3D62628C1699,,4L460,CARRIER,,,,,,,,,,,,
4645E112-7A2E-421D-BC62-164CAD1F689B,,6025A000,NUTONE,,,,,,,,,,,,
465B1B32-FE4B-48FE-9ED0-E8241190C15B,,5601-5516,WEATHERKING,,,,,,,,,,,,
46674B86-AF53-4623-A50B-E36D91C98584,,1097298,HEIL,,,,,,,,,,,,
46C392C7-7C26-45AE-A8B0-1C45A7D33868,,50DK480120,CARRIER,,,,,,,,,,,,
46DDDFD7-57B0-4796-9F26-548D5280BF20,,5V850,CARRIER,,,,,,,,,,,,
4733E5EF-53FE-4C05-8555-FDFE8DE1294E,,B6,,,,,,,,,,,,,
47348E24-BC3A-43FC-8468-7B7201D824CD,,4L400,CARRIER,,,,,,,,,,,,
477A28D7-5C17-4D67-9D71-5987BD4BEE8C,,B0000041,TRANE,,,,,,,,,,,,
478B59E1-E45B-441C-84BC-0404EA71D3C9,,WV42X8,TRANE,,,,,,,,,,,,
47932C86-2C94-45C4-B272-F40B7797ECFB,,KR30AE037,CARRIER,,,,,,,,,,,,
4793866C-EE30-40FD-8B62-0F81F5FA2625,,WG42X29,TRANE,,,,,,,,,,,,
48179F83-C1EA-4DD9-8240-57DFA3EBD2BD,,0164L00003,GOODMAN,V-BELT,,,,,,,,,,,
48542E35-427E-47B0-BCBC-C16ED8E40226,,P462-4L350,CARRIER,,,,,,,,,,,,
48626A88-67D2-472F-BD94-46C0FB3B87D1,,62M680097,CARRIER,,,,,,,,,,,,
